call_id,satisfaction_score,comment,feedback_delay_days
C07966,5,Everything was fine,7
C07967,3,Took longer than expected.,5
C07968,4,Would appreciate faster response next time,1
C07969,5,Took longer than expected.,5
C07970,5,Resolved the issue quickly,2
C07971,5,Would appreciate faster response next time,3
C07972,4,Would appreciate faster response next time,1
C07973,5,Communication could be better,0
C07974,1,Everything was fine,2
C07975,4,Issue still persists,0
C07976,4,Quick and efficient,14
C07977,3,,5
C07978,1,Technician was very professional,0
C07979,5,Quick and efficient,2
C07980,4,Communication could be better,14
C07981,1,Would appreciate faster response next time,14
C07982,2,Technician was very professional,0
C07983,4,Quick and efficient,0
C07984,5,Issue still persists,3
C07985,5,Resolved the issue quickly,1
C07986,3,Quick and efficient,3
C07987,5,,0
C07988,3,Quick and efficient,2
C07989,5,Everything was fine,2
C07990,3,Would appreciate faster response next time,0
C07991,4,Would appreciate faster response next time,0
C07992,5,Quick and efficient,0
C07993,5,Issue still persists,0
C07994,5,Would appreciate faster response next time,3
C07995,4,Technician was very professional,1
C07996,3,Took longer than expected.,0
C07997,3,Would appreciate faster response next time,5
C07998,5,Great Service.,7
C07999,5,Communication could be better,0
C08000,2,Communication could be better,1
C08001,5,Everything was fine,0
C08002,5,Resolved the issue quickly,0
C08003,5,,7
C08004,4,Everything was fine,2
C08005,4,Everything was fine,2
C08006,5,Great Service.,5
C08007,4,Resolved the issue quickly,0
C08008,5,Great Service.,0
C08009,5,Everything was fine,0
C08010,5,Technician was very professional,5
C08011,2,Everything was fine,14
C08012,4,Issue still persists,2
C08013,3,Quick and efficient,2
C08014,3,Technician was very professional,14
C08015,4,Issue still persists,5
C08016,3,Everything was fine,14
C08017,5,Technician was very professional,0
C08018,2,Great Service.,1
C08019,4,Resolved the issue quickly,1
C08020,5,Resolved the issue quickly,5
C08021,3,Everything was fine,0
C08022,3,Took longer than expected.,14
C08023,2,Technician was very professional,2
C08024,5,Quick and efficient,5
C08025,5,Everything was fine,1
C08026,5,Would appreciate faster response next time,3
C08027,4,Resolved the issue quickly,7
C08028,4,Quick and efficient,0
C08029,4,Technician was very professional,3
C08030,5,Communication could be better,5
C08031,5,Would appreciate faster response next time,5
C08032,2,,3
C08033,4,Would appreciate faster response next time,5
C08034,4,Quick and efficient,0
C08035,4,Took longer than expected.,0
C08036,4,Technician was very professional,2
C08037,2,Everything was fine,5
C08038,1,Would appreciate faster response next time,1
C08039,2,Took longer than expected.,2
C08040,3,Issue still persists,1
C08041,3,Communication could be better,3
C08042,4,Communication could be better,1
C08043,4,Would appreciate faster response next time,5
C08044,5,Issue still persists,0
C08045,3,Great Service.,5
C08046,5,Issue still persists,1
C08047,3,Great Service.,2
C08048,3,Quick and efficient,3
C08049,5,Great Service.,1
C08050,5,Would appreciate faster response next time,1
C08051,5,Quick and efficient,7
C08052,2,Everything was fine,0
C08053,5,Issue still persists,7
C08054,3,Technician was very professional,3
C08055,3,Issue still persists,0
C08056,3,Resolved the issue quickly,3
C08057,5,Took longer than expected.,3
C08058,1,Great Service.,5
C08059,1,Resolved the issue quickly,0
C08060,4,Issue still persists,5
C08061,5,Issue still persists,2
C08062,2,Would appreciate faster response next time,5
C08063,3,Great Service.,5
C08064,2,Quick and efficient,7
C08065,3,Communication could be better,3
C08066,1,Issue still persists,0
C08067,5,Resolved the issue quickly,14
C08068,1,Technician was very professional,1
C08069,3,Technician was very professional,0
C08070,5,Communication could be better,1
C08071,5,,1
C08072,3,,3
C08073,5,Technician was very professional,2
C08074,2,Would appreciate faster response next time,5
C08075,2,Technician was very professional,14
C08076,5,Issue still persists,5
C08077,2,Resolved the issue quickly,3
C08078,5,Technician was very professional,14
C08079,5,Issue still persists,0
C08080,3,Took longer than expected.,1
C08081,3,Took longer than expected.,0
C08082,3,Issue still persists,14
C08083,3,Issue still persists,0
C08084,5,,14
C08085,5,Took longer than expected.,3
C08086,4,Would appreciate faster response next time,3
C08087,5,Great Service.,5
C08088,5,Quick and efficient,7
C08089,4,Issue still persists,7
C08090,5,Resolved the issue quickly,14
C08091,1,Everything was fine,1
C08092,5,Communication could be better,14
C08093,5,Resolved the issue quickly,5
C08094,5,Issue still persists,2
C08095,4,,0
C08096,3,Technician was very professional,14
C08097,4,Quick and efficient,1
C08098,2,Took longer than expected.,7
C08099,5,Issue still persists,5
C08100,4,Great Service.,5
C08101,4,,7
C08102,4,Everything was fine,0
C08103,3,Everything was fine,2
C08104,5,Took longer than expected.,14
C08105,4,Took longer than expected.,2
C08106,4,Took longer than expected.,2
C08107,5,Great Service.,3
C08108,5,Would appreciate faster response next time,1
C08109,5,Everything was fine,1
C08110,3,Would appreciate faster response next time,14
C08111,4,Would appreciate faster response next time,5
C08112,5,Quick and efficient,7
C08113,4,Great Service.,14
C08114,4,Would appreciate faster response next time,14
C08115,3,Resolved the issue quickly,1
C08116,5,Took longer than expected.,1
C08117,2,Great Service.,7
C08118,5,Technician was very professional,5
C08119,4,Resolved the issue quickly,3
C08120,3,Great Service.,7
C08121,4,Resolved the issue quickly,5
C08122,3,Would appreciate faster response next time,3
C08123,1,Technician was very professional,1
C08124,5,Great Service.,14
C08125,5,Would appreciate faster response next time,2
C08126,5,Everything was fine,1
C08127,4,Would appreciate faster response next time,5
C08128,2,Would appreciate faster response next time,5
C08129,3,,14
C08130,5,Would appreciate faster response next time,14
C08131,5,Took longer than expected.,7
C08132,4,,7
C08133,5,Took longer than expected.,14
C08134,5,Took longer than expected.,3
C08135,3,Would appreciate faster response next time,3
C08136,3,Everything was fine,1
C08137,4,,2
C08138,4,Quick and efficient,0
C08139,5,,2
C08140,5,Took longer than expected.,5
C08141,4,Resolved the issue quickly,0
C08142,4,Took longer than expected.,3
C08143,4,Great Service.,7
C08144,4,Communication could be better,2
C08145,3,Resolved the issue quickly,2
C08146,5,Technician was very professional,2
C08147,4,,7
C08148,4,Quick and efficient,1
C08149,3,Resolved the issue quickly,14
C08150,5,Communication could be better,1
C08151,5,Took longer than expected.,14
C08152,5,Took longer than expected.,2
C08153,5,Would appreciate faster response next time,3
C08154,5,Issue still persists,0
C08155,4,Resolved the issue quickly,3
C08156,4,Great Service.,5
C08157,4,Took longer than expected.,14
C08158,5,Quick and efficient,5
C08159,4,Resolved the issue quickly,7
C08160,4,Technician was very professional,1
C08161,5,,0
C08162,4,Resolved the issue quickly,2
C08163,5,Communication could be better,14
C08164,3,Technician was very professional,3
C08165,5,,0
C08166,3,Issue still persists,3
C08167,1,Quick and efficient,3
C08168,1,Great Service.,0
C08169,3,Quick and efficient,5
C08170,5,Everything was fine,0
C08171,5,Everything was fine,1
C08172,3,Would appreciate faster response next time,0
C08173,1,Would appreciate faster response next time,7
C08174,1,Everything was fine,14
C08175,4,Communication could be better,3
C08176,4,Great Service.,0
C08177,2,Resolved the issue quickly,3
C08178,5,Issue still persists,7
C08179,3,Resolved the issue quickly,0
C08180,5,Would appreciate faster response next time,5
C08181,3,Took longer than expected.,14
C08182,4,,0
C08183,1,Quick and efficient,5
C08184,5,Issue still persists,7
C08185,4,,14
C08186,4,Technician was very professional,1
C08187,5,,5
C08188,1,Issue still persists,7
C08189,4,Quick and efficient,1
C08190,4,,7
C08191,4,Technician was very professional,5
C08192,4,Resolved the issue quickly,0
C08193,5,Issue still persists,7
C08194,5,Issue still persists,2
C08195,4,Resolved the issue quickly,3
C08196,4,Communication could be better,2
C08197,4,Quick and efficient,5
C08198,4,Would appreciate faster response next time,3
C08199,5,Technician was very professional,5
C08200,3,Communication could be better,2
C08201,5,Quick and efficient,2
C08202,5,Great Service.,2
C08203,4,Communication could be better,14
C08204,2,Communication could be better,1
C08205,5,Resolved the issue quickly,0
C08206,3,Great Service.,5
C08207,5,Issue still persists,14
C08208,5,,7
C08209,2,Everything was fine,2
C08210,5,Quick and efficient,3
C08211,4,Everything was fine,2
C08212,4,Great Service.,1
C08213,5,Technician was very professional,5
C08214,1,Quick and efficient,2
C08215,5,Technician was very professional,1
C08216,3,Communication could be better,5
C08217,4,Great Service.,14
C08218,5,Technician was very professional,7
C08219,5,Great Service.,7
C08220,4,Great Service.,0
C08221,5,Everything was fine,7
C08222,1,,1
C08223,2,Communication could be better,3
C08224,5,Communication could be better,0
C08225,3,Great Service.,7
C08226,2,,3
C08227,4,Everything was fine,0
C08228,5,Took longer than expected.,5
C08229,4,Would appreciate faster response next time,14
C08230,5,Communication could be better,3
C08231,5,,0
C08232,5,Technician was very professional,2
C08233,5,Took longer than expected.,14
C08234,4,,3
C08235,4,Resolved the issue quickly,7
C08236,3,Took longer than expected.,3
C08237,3,Great Service.,1
C08238,3,Would appreciate faster response next time,14
C08239,1,,3
C08240,5,Would appreciate faster response next time,3
C08241,5,Took longer than expected.,5
C08242,4,Resolved the issue quickly,14
C08243,5,Great Service.,3
C08244,4,Took longer than expected.,0
C08245,4,Communication could be better,5
C08246,4,Resolved the issue quickly,14
C08247,4,Great Service.,14
C08248,1,Everything was fine,7
C08249,4,Everything was fine,5
C08250,4,Took longer than expected.,0
C08251,4,Everything was fine,0
C08252,5,Resolved the issue quickly,2
C08253,1,Quick and efficient,7
C08254,5,Took longer than expected.,0
C08255,2,,1
C08256,4,Everything was fine,3
C08257,4,Communication could be better,5
C08258,3,Technician was very professional,3
C08259,5,Everything was fine,0
C08260,3,Quick and efficient,1
C08261,2,Great Service.,7
C08262,5,Issue still persists,14
C08263,3,Issue still persists,2
C08264,1,Everything was fine,0
C08265,2,Would appreciate faster response next time,1
C08266,2,,1
C08267,4,Would appreciate faster response next time,0
C08268,2,Communication could be better,0
C08269,5,Quick and efficient,0
C08270,3,Took longer than expected.,2
C08271,4,Great Service.,5
C08272,3,Resolved the issue quickly,2
C08273,5,,0
C08274,3,Resolved the issue quickly,0
C08275,4,Would appreciate faster response next time,5
C08276,4,Resolved the issue quickly,5
C08277,5,Resolved the issue quickly,2
C08278,4,Great Service.,5
C08279,3,Great Service.,7
C08280,5,Great Service.,3
C08281,4,Technician was very professional,0
C08282,5,Issue still persists,5
C08283,5,Great Service.,1
C08284,3,Took longer than expected.,5
C08285,4,Issue still persists,2
C08286,4,Communication could be better,7
C08287,4,Great Service.,0
C08288,3,Great Service.,2
C08289,4,Would appreciate faster response next time,14
C08290,4,Great Service.,0
C08291,5,,5
C08292,4,Everything was fine,0
C08293,5,Quick and efficient,5
C08294,4,Everything was fine,2
C08295,4,Issue still persists,1
C08296,5,Technician was very professional,0
C08297,5,Issue still persists,14
C08298,5,Great Service.,1
C08299,3,Would appreciate faster response next time,1
C08300,2,Great Service.,14
C08301,3,Communication could be better,2
C08302,4,Quick and efficient,1
C08303,2,Technician was very professional,5
C08304,4,Resolved the issue quickly,14
C08305,3,Issue still persists,1
C08306,2,,14
C08307,4,Issue still persists,7
C08308,2,Quick and efficient,7
C08309,5,Technician was very professional,14
C08310,5,Issue still persists,3
C08311,2,Resolved the issue quickly,14
C08312,3,Resolved the issue quickly,7
C08313,4,Everything was fine,3
C08314,5,Quick and efficient,1
C08315,5,Took longer than expected.,3
C08316,3,Issue still persists,2
C08317,3,Communication could be better,3
C08318,5,Would appreciate faster response next time,1
C08319,4,,5
C08320,3,,7
C08321,5,Technician was very professional,3
C08322,3,Issue still persists,1
C08323,2,Communication could be better,2
